canonical_name,pokemon_database_id,pokemon_database_raw,pokemon_csv_raw,sprite_file_raw,in_anchor,in_pokemon_csv,in_sprite_file
Morpeko Full Belly Mode,,,Morpeko Full Belly Mode,,False,True,False
Morpeko Hangry Mode,,,Morpeko Hangry Mode,,False,True,False
Morpeko-Full-Belly,,,,Morpeko-Full-Belly,False,False,True
Morpeko-Hangry,,,,Morpeko-Hangry,False,False,True
Mothim,612,Mothim,Mothim,Mothim,True,True,True
Mow Rotom,,,Mow Rotom,,False,True,False
Mr-Mime,,,,Mr-Mime,False,False,True
Mr-Mime (Galarian),,,,Mr-Mime-Galar,False,False,True
Mr-Rime,,,,Mr-Rime,False,False,True
Mr. Mime,218,Mr. Mime,Mr. Mime,,True,True,False
Mr. Mime (Galarian),1377,Mr. Mime (Galar),Galarian Mr. Mime,,True,True,False
Mr. Rime,1376,Mr. Rime,Mr. Rime,,True,True,False
Mudbray,1275,Mudbray,Mudbray,Mudbray,True,True,True
Mudkip,386,Mudkip,Mudkip,Mudkip,True,True,True
Mudsdale,1277,Mudsdale,Mudsdale,Mudsdale,True,True,True
Muk,1348,Muk,Muk,Muk,True,True,True
Muk (Alolan),1373,Muk (Alola),Alolan Muk,Muk-Alola,True,True,True
Munchlax,644,Munchlax,Munchlax,Munchlax,True,True,True
Munkidori,1765,Munkidori,,Munkidori,True,False,True
Munna,851,Munna,Munna,Munna,True,True,True
Murkrow,298,Murkrow,Murkrow,Murkrow,True,True,True
Musharna,852,Musharna,Musharna,Musharna,True,True,True
Nacli,1750,Nacli,,Nacli,True,False,True
Naclstack,1751,Naclstack,,Naclstack,True,False,True
Naganadel,1335,Naganadel,Naganadel,Naganadel,True,True,True
Natu,266,Natu,Natu,Natu,True,True,True
Necrozma,1331,Necrozma,Necrozma,Necrozma,True,True,True
Necrozma-Dawn,,,,Necrozma-Dawn,False,False,True
Necrozma-Dusk,,,,Necrozma-Dusk,False,False,True
Necrozma-Ultra,,,,Necrozma-Ultra,False,False,True
Nickit,1488,Nickit,Nickit,Nickit,True,True,True
Nidoking,50,Nidoking,Nidoking,Nidoking,True,True,True
Nidoqueen,18,Nidoqueen,Nidoqueen,Nidoqueen,True,True,True
Nidoran (Female),33,Nidoran (Female),,,True,False,False
Nidoran (Male),48,Nidoran (Male),,,True,False,False
Nidoran-F,,,,Nidoran-F,False,False,True
Nidoran-M,,,,Nidoran-M,False,False,True
Nidoran♀,,,Nidoran♀,,False,True,False
Nidoran♂,,,Nidoran♂,,False,True,False
Nidorina,17,Nidorina,Nidorina,Nidorina,True,True,True
Nidorino,49,Nidorino,Nidorino,Nidorino,True,True,True
Nihilego,1323,Nihilego,Nihilego,Nihilego,True,True,True
Nincada,418,Nincada,Nincada,Nincada,True,True,True
Ninetales,56,Ninetales,Ninetales,Ninetales,True,True,True
Ninetales (Alolan),57,Ninetales (Alola),Alolan Ninetales,Ninetales-Alola,True,True,True
Ninjask,419,Ninjask,Ninjask,Ninjask,True,True,True
Noctowl,257,Noctowl,Noctowl,Noctowl,True,True,True
Noibat,1144,Noibat,Noibat,Noibat,True,True,True
Noivern,1145,Noivern,Noivern,Noivern,True,True,True
Nosepass,427,Nosepass,Nosepass,Nosepass,True,True,True
Numel,450,Numel,Numel,Numel,True,True,True
Nuzleaf,402,Nuzleaf,Nuzleaf,Nuzleaf,True,True,True
Nymble,1714,Nymble,,Nymble,True,False,True
Obstagoon,1468,Obstagoon,Obstagoon,Obstagoon,True,True,True
Octillery,348,Octillery,Octillery,Octillery,True,True,True
Oddish,64,Oddish,Oddish,Oddish,True,True,True
Ogerpon,1768,Ogerpon,,Ogerpon,True,False,True
Ogerpon-Cornerstone-Mask,,,,Ogerpon-Cornerstone-Mask,False,False,True
Ogerpon-Hearthflame-Mask,,,,Ogerpon-Hearthflame-Mask,False,False,True
Ogerpon-Wellspring-Mask,,,,Ogerpon-Wellspring-Mask,False,False,True
Oinkologne,1676,Oinkologne,,,True,False,False
Oinkologne-Female,,,,Oinkologne-Female,False,False,True
Oinkologne-Male,,,,Oinkologne-Male,False,False,True
Okidogi,1767,Okidogi,,Okidogi,True,False,True
Omanyte,233,Omanyte,Omanyte,Omanyte,True,True,True
Omastar,234,Omastar,Omastar,Omastar,True,True,True
Onix,1354,Onix,Onix,Onix,True,True,True
Oranguru,743,Oranguru,Oranguru,Oranguru,True,True,True
Orbeetle,1487,Orbeetle,Orbeetle,Orbeetle,True,True,True
Orbeetle (Gigantamax),1543,Orbeetle (Gigantamax),Gigantamax Orbeetle,Orbeetle-Gmax,True,True,True
Oricorio,1267,Oricorio,,,True,False,False
Oricorio Baile Style,,,Oricorio Baile Style,,False,True,False
Oricorio P'au Style,,,Oricorio P'au Style,,False,True,False
Oricorio Pom-Pom Style,,,Oricorio Pom-Pom Style,,False,True,False
Oricorio Sensu Style,,,Oricorio Sensu Style,,False,True,False
Oricorio-Baile,,,,Oricorio-Baile,False,False,True
Oricorio-Pau,,,,Oricorio-Pau,False,False,True
Oricorio-Pom-Pom,,,,Oricorio-Pom-Pom,False,False,True
Oricorio-Sensu,,,,Oricorio-Sensu,False,False,True
Orthworm,1722,Orthworm,,Orthworm,True,False,True
Oshawott,835,Oshawott,Oshawott,Oshawott,True,True,True
Overqwil,1626,Overqwil,,Overqwil,True,False,True
Pachirisu,615,Pachirisu,Pachirisu,Pachirisu,True,True,True
Palafin,1694,Palafin,,,True,False,False
Palafin-Hero,,,,Palafin-Hero,False,False,True
Palafin-Zero,,,,Palafin-Zero,False,False,True
Palkia,734,Palkia,Palkia,Palkia,True,True,True
Palkia-Origin,,,,Palkia-Origin,False,False,True
Palossand,1298,Palossand,Palossand,Palossand,True,True,True
Palpitoad,870,Palpitoad,Palpitoad,Palpitoad,True,True,True
Pancham,1092,Pancham,Pancham,Pancham,True,True,True
Pangoro,1093,Pangoro,Pangoro,Pangoro,True,True,True
Panpour,849,Panpour,Panpour,Panpour,True,True,True
Pansage,845,Pansage,Pansage,Pansage,True,True,True
Pansear,847,Pansear,Pansear,Pansear,True,True,True
Paras,68,Paras,Paras,Paras,True,True,True
Parasect,69,Parasect,Parasect,Parasect,True,True,True
Passimian,1293,Passimian,Passimian,Passimian,True,True,True
Patrat,838,Patrat,Patrat,Patrat,True,True,True
Pawmi,1650,Pawmi,,Pawmi,True,False,True
Pawmo,1698,Pawmo,,Pawmo,True,False,True
Pawmot,1699,Pawmot,,Pawmot,True,False,True
Pawniard,998,Pawniard,Pawniard,Pawniard,True,True,True
Pecharunt,1884,Pecharunt,,Pecharunt,True,False,True
Pelipper,407,Pelipper,Pelipper,Pelipper,True,True,True
Perrserker,99,Perrserker,Perrserker,Perrserker,True,True,True
Persian,100,Persian,Persian,Persian,True,True,True
Persian (Alolan),101,Persian (Alola),Alolan Persian,Persian-Alola,True,True,True
Petilil,882,Petilil,Petilil,Petilil,True,True,True
Phanpy,355,Phanpy,Phanpy,Phanpy,True,True,True
Phantump,1137,Phantump,Phantump,Phantump,True,True,True
Pheromosa,1325,Pheromosa,Pheromosa,Pheromosa,True,True,True
Phione,36,Phione,Phione,Phione,True,True,True
Pichu,88,Pichu,Pichu,Pichu,True,True,True
Pidgeot,78,Pidgeot,Pidgeot,Pidgeot,True,True,True
Pidgeot (Mega),79,Pidgeot (Mega),Mega Pidgeot,Pidgeot-Mega,True,True,True
Pidgeotto,77,Pidgeotto,Pidgeotto,Pidgeotto,True,True,True
Pidgey,76,Pidgey,Pidgey,Pidgey,True,True,True
Pidove,853,Pidove,Pidove,Pidove,True,True,True
Pignite,833,Pignite,Pignite,Pignite,True,True,True
Pikachu,89,Pikachu,Pikachu,Pikachu,True,True,True
Pikachu (Gigantamax),1523,Pikachu (Gigantamax),Gigantamax Pikachu,Pikachu-Gmax,True,True,True
Pikachu-Alola-Cap,,,,Pikachu-Alola-Cap,False,False,True
Pikachu-Belle,,,,Pikachu-Belle,False,False,True
Pikachu-Cosplay,,,,Pikachu-Cosplay,False,False,True
Pikachu-Hoenn-Cap,,,,Pikachu-Hoenn-Cap,False,False,True
Pikachu-Kalos-Cap,,,,Pikachu-Kalos-Cap,False,False,True
Pikachu-Libre,,,,Pikachu-Libre,False,False,True
Pikachu-Original-Cap,,,,Pikachu-Original-Cap,False,False,True
Pikachu-Partner-Cap,,,,Pikachu-Partner-Cap,False,False,True
Pikachu-Phd,,,,Pikachu-Phd,False,False,True
Pikachu-Pop-Star,,,,Pikachu-Pop-Star,False,False,True
Pikachu-Rock-Star,,,,Pikachu-Rock-Star,False,False,True
Pikachu-Sinnoh-Cap,,,,Pikachu-Sinnoh-Cap,False,False,True
Pikachu-Starter,,,,Pikachu-Starter,False,False,True
Pikachu-Unova-Cap,,,,Pikachu-Unova-Cap,False,False,True
Pikachu-World-Cap,,,,Pikachu-World-Cap,False,False,True
Pikipek,1256,Pikipek,Pikipek,Pikipek,True,True,True
Piloswine,345,Piloswine,Piloswine,Piloswine,True,True,True
Pincurchin,1425,Pincurchin,Pincurchin,Pincurchin,True,True,True
Pineco,328,Pineco,Pineco,Pineco,True,True,True
Pinsir,223,Pinsir,Pinsir,Pinsir,True,True,True
Pinsir (Mega),1380,Pinsir (Mega),Mega Pinsir,Pinsir-Mega,True,True,True
Piplup,594,Piplup,Piplup,Piplup,True,True,True
Plusle,439,Plusle,Plusle,Plusle,True,True,True
Poipole,1334,Poipole,Poipole,Poipole,True,True,True
Politoed,286,Politoed,Politoed,Politoed,True,True,True
Poliwag,971,Poliwag,Poliwag,Poliwag,True,True,True
Poliwhirl,982,Poliwhirl,Poliwhirl,Poliwhirl,True,True,True
Poliwrath,993,Poliwrath,Poliwrath,Poliwrath,True,True,True
Poltchageist,1874,Poltchageist,,Poltchageist,True,False,True
Polteageist,1514,Polteageist,Polteageist,Polteageist,True,True,True
Ponyta,1297,Ponyta,Ponyta,Ponyta,True,True,True
Ponyta (Galarian),1364,Ponyta (Galar),Galarian Ponyta,Ponyta-Galar,True,True,True
Poochyena,389,Poochyena,Poochyena,Poochyena,True,True,True
Popplio,1252,Popplio,Popplio,Popplio,True,True,True
Porygon,232,Porygon,Porygon,Porygon,True,True,True
Porygon-Z,719,Porygon-Z,Porygon-Z,Porygon-Z,True,True,True
Porygon2,357,Porygon2,Porygon2,Porygon2,True,True,True
Primarina,1255,Primarina,Primarina,Primarina,True,True,True
Primeape,924,Primeape,Primeape,Primeape,True,True,True
Prinplup,595,Prinplup,Prinplup,Prinplup,True,True,True
Probopass,726,Probopass,Probopass,Probopass,True,True,True
Psyduck,102,Psyduck,Psyduck,Psyduck,True,True,True
Pumpkaboo,1140,Pumpkaboo,,,True,False,False
Pumpkaboo Average Size,,,Pumpkaboo Average Size,,False,True,False
Pumpkaboo Large Size,,,Pumpkaboo Large Size,,False,True,False
Pumpkaboo Small Size,,,Pumpkaboo Small Size,,False,True,False
Pumpkaboo Super Size,,,Pumpkaboo Super Size,,False,True,False
Pumpkaboo-Average,,,,Pumpkaboo-Average,False,False,True
Pumpkaboo-Large,,,,Pumpkaboo-Large,False,False,True
Pumpkaboo-Small,,,,Pumpkaboo-Small,False,False,True
Pumpkaboo-Super,,,,Pumpkaboo-Super,False,False,True
Pupitar,371,Pupitar,Pupitar,Pupitar,True,True,True
Purrloin,843,Purrloin,Purrloin,Purrloin,True,True,True
Purugly,630,Purugly,Purugly,Purugly,True,True,True
Pyroar,1085,Pyroar,Pyroar,,True,True,False
Pyroar (Mega),,,,Pyroar-Mega,False,False,True
Pyroar-Male,,,,Pyroar-Male,False,False,True
Pyukumuku,1299,Pyukumuku,Pyukumuku,Pyukumuku,True,True,True
Quagsire,295,Quagsire,Quagsire,Quagsire,True,True,True
Quaquaval,1675,Quaquaval,,Quaquaval,True,False,True
Quaxly,1644,Quaxly,,Quaxly,True,False,True
Quaxwell,1674,Quaxwell,,Quaxwell,True,False,True
Quilava,249,Quilava,Quilava,Quilava,True,True,True
Quilladin,1067,Quilladin,Quilladin,Quilladin,True,True,True
Qwilfish,335,Qwilfish,Qwilfish,Qwilfish,True,True,True
Qwilfish (Hisuian),1625,Qwilfish (Hisui),,Qwilfish-Hisui,True,False,True
Raboot,1443,Raboot,Raboot,Raboot,True,True,True
Rabsca,1701,Rabsca,,Rabsca,True,False,True
Raging Bolt,1872,Raging Bolt,,,True,False,False
Raging-Bolt,,,,Raging-Bolt,False,False,True
Raichu,90,Raichu,Raichu,Raichu,True,True,True
Raichu (Alolan),91,Raichu (Alola),Alolan Raichu,Raichu-Alola,True,True,True
Raichu (Mega) X,,,,Raichu-Mega-X,False,False,True
Raichu (Mega) Y,,,,Raichu-Mega-Y,False,False,True
Raikou,367,Raikou,Raikou,Raikou,True,True,True
Ralts,408,Ralts,Ralts,Ralts,True,True,True
Rampardos,607,Rampardos,Rampardos,Rampardos,True,True,True
Rapidash,1308,Rapidash,Rapidash,Rapidash,True,True,True
Rapidash (Galarian),1365,Rapidash (Galar),Galarian Rapidash,Rapidash-Galar,True,True,True
Raticate,82,Raticate,Raticate,Raticate,True,True,True
Raticate (Alolan),83,Raticate (Alola),Alolan Raticate,Raticate-Alola,True,True,True
Raticate-Totem (Alolan),,,,Raticate-Totem-Alola,False,False,True
Rattata,80,Rattata,Rattata,Rattata,True,True,True
Rattata (Alolan),81,Rattata (Alola),Alolan Rattata,Rattata-Alola,True,True,True
Rayquaza,512,Rayquaza,Rayquaza,Rayquaza,True,True,True
Rayquaza (Mega),1431,Rayquaza (Mega),Mega Rayquaza,Rayquaza-Mega,True,True,True
Regice,506,Regice,Regice,Regice,True,True,True
Regidrago,1599,Regidrago,Regidrago,Regidrago,True,True,True
Regieleki,1598,Regieleki,Regieleki,Regieleki,True,True,True
Regigigas,736,Regigigas,Regigigas,Regigigas,True,True,True
Regirock,505,Regirock,Regirock,Regirock,True,True,True
Registeel,507,Registeel,Registeel,Registeel,True,True,True
Relicanth,497,Relicanth,Relicanth,Relicanth,True,True,True
Rellor,1700,Rellor,,Rellor,True,False,True
Remoraid,347,Remoraid,Remoraid,Remoraid,True,True,True
Reshiram,1019,Reshiram,Reshiram,Reshiram,True,True,True
Reuniclus,948,Reuniclus,Reuniclus,Reuniclus,True,True,True
Revavroom,1719,Revavroom,,Revavroom,True,False,True
Rhydon,146,Rhydon,Rhydon,Rhydon,True,True,True
Rhyhorn,145,Rhyhorn,Rhyhorn,Rhyhorn,True,True,True
Rhyperior,686,Rhyperior,Rhyperior,Rhyperior,True,True,True
Ribombee,1269,Ribombee,Ribombee,Ribombee,True,True,True
Ribombee-Totem,,,,Ribombee-Totem,False,False,True
Rillaboom,1441,Rillaboom,Rillaboom,Rillaboom,True,True,True
Rillaboom (Gigantamax),1529,Rillaboom (Gigantamax),Gigantamax Rillaboom,Rillaboom-Gmax,True,True,True
Riolu,645,Riolu,Riolu,Riolu,True,True,True
Roaring Moon,1742,Roaring Moon,,,True,False,False
Roaring-Moon,,,,Roaring-Moon,False,False,True
Rockruff,1270,Rockruff,Rockruff,Rockruff,True,True,True
Rockruff-Own-Tempo,,,,Rockruff-Own-Tempo,False,False,True
Roggenrola,858,Roggenrola,Roggenrola,Roggenrola,True,True,True
Rolycoly,1498,Rolycoly,Rolycoly,Rolycoly,True,True,True
Rookidee,1469,Rookidee,Rookidee,Rookidee,True,True,True
Roselia,443,Roselia,Roselia,Roselia,True,True,True
Roserade,605,Roserade,Roserade,Roserade,True,True,True
Rotom,729,Rotom,Rotom,Rotom,True,True,True
Rotom-Fan,,,,Rotom-Fan,False,False,True
Rotom-Frost,,,,Rotom-Frost,False,False,True
Rotom-Heat,,,,Rotom-Heat,False,False,True
Rotom-Mow,,,,Rotom-Mow,False,False,True
Rotom-Wash,,,,Rotom-Wash,False,False,True
Rowlet,1246,Rowlet,Rowlet,Rowlet,True,True,True
Rufflet,1001,Rufflet,Rufflet,Rufflet,True,True,True
Runerigus,1465,Runerigus,Runerigus,Runerigus,True,True,True
Sableye,430,Sableye,Sableye,Sableye,True,True,True
Sableye (Mega),1558,Sableye (Mega),Mega Sableye,Sableye-Mega,True,True,True
Salamence,501,Salamence,Salamence,Salamence,True,True,True
Salamence (Mega),1586,Salamence (Mega),Mega Salamence,Salamence-Mega,True,True,True
Salandit,1284,Salandit,Salandit,Salandit,True,True,True
Salazzle,1285,Salazzle,Salazzle,Salazzle,True,True,True
Salazzle-Totem,,,,Salazzle-Totem,False,False,True
Samurott,837,Samurott,Samurott,Samurott,True,True,True
Samurott (Hisuian),1629,Samurott (Hisui),,Samurott-Hisui,True,False,True
Sandaconda,1505,Sandaconda,Sandaconda,Sandaconda,True,True,True
Sandaconda (Gigantamax),1538,Sandaconda (Gigantamax),Gigantamax Sandaconda,Sandaconda-Gmax,True,True,True
Sandile,886,Sandile,Sandile,Sandile,True,True,True
Sandshrew,92,Sandshrew,Sandshrew,Sandshrew,True,True,True
Sandshrew (Alolan),93,Sandshrew (Alola),Alolan Sandshrew,Sandshrew-Alola,True,True,True
Sandslash,94,Sandslash,Sandslash,Sandslash,True,True,True
Sandslash (Alolan),95,Sandslash (Alola),Alolan Sandslash,Sandslash-Alola,True,True,True
Sandy Shocks,1733,Sandy Shocks,,,True,False,False
Sandy-Shocks,,,,Sandy-Shocks,False,False,True
Sandygast,1296,Sandygast,Sandygast,Sandygast,True,True,True
Sawk,873,Sawk,Sawk,Sawk,True,True,True
Sawsbuck,956,Sawsbuck,Sawsbuck,Sawsbuck,True,True,True
Scatterbug,1081,Scatterbug,Scatterbug,Scatterbug,True,True,True
Sceptile,382,Sceptile,Sceptile,Sceptile,True,True,True
Sceptile (Mega),1428,Sceptile (Mega),Mega Sceptile,Sceptile-Mega,True,True,True
Scizor,336,Scizor,Scizor,Scizor,True,True,True
Scizor (Mega),1384,Scizor (Mega),Mega Scizor,Scizor-Mega,True,True,True
Scolipede,879,Scolipede,Scolipede,Scolipede,True,True,True
Scolipede (Mega),,,,Scolipede-Mega,False,False,True
Scorbunny,1442,Scorbunny,Scorbunny,Scorbunny,True,True,True
Scovillain,1688,Scovillain,,Scovillain,True,False,True
Scovillain (Mega),,,,Scovillain-Mega,False,False,True
Scrafty,914,Scrafty,Scrafty,Scrafty,True,True,True
Scrafty (Mega),,,,Scrafty-Mega,False,False,True
Scraggy,894,Scraggy,Scraggy,Scraggy,True,True,True
Scream Tail,1739,Scream Tail,,,True,False,False
Scream-Tail,,,,Scream-Tail,False,False,True
Scyther,219,Scyther,Scyther,Scyther,True,True,True
Seadra,213,Seadra,Seadra,Seadra,True,True,True
Seaking,215,Seaking,Seaking,Seaking,True,True,True
Sealeo,492,Sealeo,Sealeo,Sealeo,True,True,True
Seedot,401,Seedot,Seedot,Seedot,True,True,True
Seel,1345,Seel,Seel,Seel,True,True,True
Seismitoad,871,Seismitoad,Seismitoad,Seismitoad,True,True,True
Sentret,254,Sentret,Sentret,Sentret,True,True,True
Serperior,831,Serperior,Serperior,Serperior,True,True,True
Servine,830,Servine,Servine,Servine,True,True,True
Seviper,464,Seviper,Seviper,Seviper,True,True,True
Sewaddle,874,Sewaddle,Sewaddle,Sewaddle,True,True,True
Shadow Rider Calyrex,,,Shadow Rider Calyrex,,False,True,False
Sharpedo,447,Sharpedo,Sharpedo,Sharpedo,True,True,True
Sharpedo (Mega),1587,Sharpedo (Mega),Mega Sharpedo,Sharpedo-Mega,True,True,True
Shaymin,740,Shaymin,,,True,False,False
Shaymin Land Forme,,,Shaymin Land Forme,,False,True,False
Shaymin Sky Forme,,,Shaymin Sky Forme,,False,True,False
Shaymin-Land,,,,Shaymin-Land,False,False,True
Shaymin-Sky,,,,Shaymin-Sky,False,False,True
Shedinja,420,Shedinja,Shedinja,Shedinja,True,True,True
Shelgon,500,Shelgon,Shelgon,Shelgon,True,True,True
Shellder,1349,Shellder,Shellder,Shellder,True,True,True
Shellos,620,Shellos,Shellos,Shellos,True,True,True
Shelmet,989,Shelmet,Shelmet,Shelmet,True,True,True
Shieldon,608,Shieldon,Shieldon,Shieldon,True,True,True
Shiftry,403,Shiftry,Shiftry,Shiftry,True,True,True
Shiinotic,1283,Shiinotic,Shiinotic,Shiinotic,True,True,True
Shinx,20,Shinx,Shinx,Shinx,True,True,True
Shroodle,1708,Shroodle,,Shroodle,True,False,True
Shroomish,413,Shroomish,Shroomish,Shroomish,True,True,True
Shuckle,337,Shuckle,Shuckle,Shuckle,True,True,True
Shuppet,481,Shuppet,Shuppet,Shuppet,True,True,True
Sigilyph,915,Sigilyph,Sigilyph,Sigilyph,True,True,True
Silcoon,394,Silcoon,Silcoon,Silcoon,True,True,True
Silicobra,1504,Silicobra,Silicobra,Silicobra,True,True,True
Silvally,1301,Silvally,Silvally,Silvally,True,True,True
Simipour,850,Simipour,Simipour,Simipour,True,True,True
Simisage,846,Simisage,Simisage,Simisage,True,True,True
Simisear,848,Simisear,Simisear,Simisear,True,True,True
Sinistcha,1875,Sinistcha,,Sinistcha,True,False,True
Sinistea,1513,Sinistea,Sinistea,Sinistea,True,True,True
Sirfetch'd,1398,Sirfetch'd,Sirfetch'd,,True,True,False
Sirfetchd,,,,Sirfetchd,False,False,True
Sizzlipede,1509,Sizzlipede,Sizzlipede,Sizzlipede,True,True,True
Skarmory,351,Skarmory,Skarmory,Skarmory,True,True,True
Skarmory (Mega),,,,Skarmory-Mega,False,False,True
Skeledirge,1670,Skeledirge,,Skeledirge,True,False,True
Skiddo,1090,Skiddo,Skiddo,Skiddo,True,True,True
Skiploom,288,Skiploom,Skiploom,Skiploom,True,True,True
Skitty,428,Skitty,Skitty,Skitty,True,True,True
Skorupi,649,Skorupi,Skorupi,Skorupi,True,True,True
Skrelp,1110,Skrelp,Skrelp,Skrelp,True,True,True
Skuntank,633,Skuntank,Skuntank,Skuntank,True,True,True
Skwovet,1462,Skwovet,Skwovet,Skwovet,True,True,True
Slaking,417,Slaking,Slaking,Slaking,True,True,True
Slakoth,415,Slakoth,Slakoth,Slakoth,True,True,True
Sliggoo,1134,Sliggoo,Sliggoo,Sliggoo,True,True,True
Sliggoo (Hisuian),1637,Sliggoo (Hisui),,Sliggoo-Hisui,True,False,True
Slither Wing,1741,Slither Wing,,,True,False,False
Slither-Wing,,,,Slither-Wing,False,False,True
Slowbro,1330,Slowbro,Slowbro,Slowbro,True,True,True
Slowbro (Galarian),1368,Slowbro (Galar),Galarian Slowbro,Slowbro-Galar,True,True,True
Slowbro (Mega),1367,Slowbro (Mega),Mega Slowbro,Slowbro-Mega,True,True,True
Slowking,299,Slowking,Slowking,Slowking,True,True,True
Slowking (Galarian),1388,Slowking (Galar),Galarian Slowking,Slowking-Galar,True,True,True
Slowpoke,1319,Slowpoke,Slowpoke,Slowpoke,True,True,True
Slowpoke (Galarian),1366,Slowpoke (Galar),Galarian Slowpoke,Slowpoke-Galar,True,True,True
Slugma,342,Slugma,Slugma,Slugma,True,True,True
Slurpuff,1104,Slurpuff,Slurpuff,Slurpuff,True,True,True
Smeargle,359,Smeargle,Smeargle,Smeargle,True,True,True
Smoliv,1651,Smoliv,,Smoliv,True,False,True
Smoochum,362,Smoochum,Smoochum,Smoochum,True,True,True
Sneasel,339,Sneasel,Sneasel,Sneasel,True,True,True
Sneasel (Hisuian),1630,Sneasel (Hisui),,Sneasel-Hisui,True,False,True
Sneasler,1631,Sneasler,,Sneasler,True,False,True
Snivy,829,Snivy,Snivy,Snivy,True,True,True
Snom,1481,Snom,Snom,Snom,True,True,True
Snorlax,238,Snorlax,Snorlax,Snorlax,True,True,True
Snorlax (Gigantamax),1545,Snorlax (Gigantamax),Gigantamax Snorlax,Snorlax-Gmax,True,True,True
Snorunt,489,Snorunt,Snorunt,Snorunt,True,True,True
Snover,657,Snover,Snover,Snover,True,True,True
Snubbull,333,Snubbull,Snubbull,Snubbull,True,True,True
Sobble,1445,Sobble,Sobble,Sobble,True,True,True
Solgaleo,1321,Solgaleo,Solgaleo,Solgaleo,True,True,True
Solosis,946,Solosis,Solosis,Solosis,True,True,True
Solrock,466,Solrock,Solrock,Solrock,True,True,True
Spearow,84,Spearow,Spearow,Spearow,True,True,True
Spectrier,1603,Spectrier,Spectrier,Spectrier,True,True,True
Spewpa,1082,Spewpa,Spewpa,Spewpa,True,True,True
Spheal,491,Spheal,Spheal,Spheal,True,True,True
Spidops,1713,Spidops,,Spidops,True,False,True
Spinarak,260,Spinarak,Spinarak,Spinarak,True,True,True
Spinda,455,Spinda,Spinda,Spinda,True,True,True
Spiritomb,640,Spiritomb,Spiritomb,Spiritomb,True,True,True
Spoink,453,Spoink,Spoink,Spoink,True,True,True
Sprigatito,1642,Sprigatito,,Sprigatito,True,False,True
Spritzee,1101,Spritzee,Spritzee,Spritzee,True,True,True
Squawkabilly,1734,Squawkabilly,,,True,False,False
Squawkabilly-Blue-Plumage,,,,Squawkabilly-Blue-Plumage,False,False,True
Squawkabilly-Green-Plumage,,,,Squawkabilly-Green-Plumage,False,False,True
Squawkabilly-White-Plumage,,,,Squawkabilly-White-Plumage,False,False,True
Squawkabilly-Yellow-Plumage,,,,Squawkabilly-Yellow-Plumage,False,False,True
Squirtle,10,Squirtle,Squirtle,Squirtle,True,True,True
Stakataka,1336,Stakataka,Stakataka,Stakataka,True,True,True
Stantler,358,Stantler,Stantler,Stantler,True,True,True
Staraptor,599,Staraptor,Staraptor,Staraptor,True,True,True
Staraptor (Mega),,,,Staraptor-Mega,False,False,True
Staravia,598,Staravia,Staravia,Staravia,True,True,True
Starly,597,Starly,Starly,Starly,True,True,True
Starmie,217,Starmie,Starmie,Starmie,True,True,True
Starmie (Mega),,,,Starmie-Mega,False,False,True
Staryu,216,Staryu,Staryu,Staryu,True,True,True
Steelix,332,Steelix,Steelix,Steelix,True,True,True
Steelix (Mega),1383,Steelix (Mega),Mega Steelix,Steelix-Mega,True,True,True
Steenee,1290,Steenee,Steenee,Steenee,True,True,True
Stonjourner,1412,Stonjourner,Stonjourner,Stonjourner,True,True,True
Stoutland,842,Stoutland,Stoutland,Stoutland,True,True,True
Stufful,1286,Stufful,Stufful,Stufful,True,True,True
Stunfisk,991,Stunfisk,Stunfisk,Stunfisk,True,True,True
Stunfisk (Galarian),1553,Stunfisk (Galar),Galarian Stunfisk,Stunfisk-Galar,True,True,True
Stunky,632,Stunky,Stunky,Stunky,True,True,True
Sudowoodo,285,Sudowoodo,Sudowoodo,Sudowoodo,True,True,True
Suicune,369,Suicune,Suicune,Suicune,True,True,True
Sunflora,292,Sunflora,Sunflora,Sunflora,True,True,True
Sunkern,291,Sunkern,Sunkern,Sunkern,True,True,True
Surskit,411,Surskit,Surskit,Surskit,True,True,True
Swablu,461,Swablu,Swablu,Swablu,True,True,True
Swadloon,875,Swadloon,Swadloon,Swadloon,True,True,True
Swalot,445,Swalot,Swalot,Swalot,True,True,True
Swampert,388,Swampert,Swampert,Swampert,True,True,True
Swampert (Mega),1430,Swampert (Mega),Mega Swampert,Swampert-Mega,True,True,True
Swanna,951,Swanna,Swanna,Swanna,True,True,True
Swellow,405,Swellow,Swellow,Swellow,True,True,True
Swinub,344,Swinub,Swinub,Swinub,True,True,True
Swirlix,1103,Swirlix,Swirlix,Swirlix,True,True,True
Swoobat,862,Swoobat,Swoobat,Swoobat,True,True,True
Sylveon,1129,Sylveon,Sylveon,Sylveon,True,True,True
Tadbulb,1680,Tadbulb,,Tadbulb,True,False,True
Taillow,404,Taillow,Taillow,Taillow,True,True,True
Talonflame,1080,Talonflame,Talonflame,Talonflame,True,True,True
Tandemaus,1691,Tandemaus,,Tandemaus,True,False,True
Tangela,148,Tangela,Tangela,Tangela,True,True,True
Tangrowth,687,Tangrowth,Tangrowth,Tangrowth,True,True,True
Tapu Bulu,1316,Tapu Bulu,Tapu Bulu,,True,True,False
Tapu Fini,1317,Tapu Fini,Tapu Fini,,True,True,False
