region,game,role,gym_leader,gym_city,gym_type,source_location,min_level,max_level,method,pokemon,moves
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,30,surf,psyduck,"Tail Whip, Water Gun, Disable, Confusion"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,surf,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,surf,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,40,surf,quagsire,"Mud Sport, Mud Shot, Slam, Mud Bomb"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,surf,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,surf,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,40,surf,quagsire,"Mud Sport, Mud Shot, Slam, Mud Bomb"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,24,24,walk,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,quagsire,"Mud Shot, Slam, Mud Bomb, Amnesia"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,17,17,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,18,18,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,ralts,"Confusion, Double Team, Teleport, Lucky Chant"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,22,22,walk,ralts,"Double Team, Teleport, Lucky Chant, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,15,20,good-rod,remoraid,"Water Gun, Lock On, Psybeam, Aurora Beam"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,10,25,good-rod,remoraid,"Water Gun, Lock On, Psybeam"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,10,25,good-rod,remoraid,"Water Gun, Lock On, Psybeam"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,23,23,walk,roselia,"Mega Drain, Leech Seed, Magical Leaf, Grass Whistle"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,22,22,walk,roselia,"Mega Drain, Leech Seed, Magical Leaf, Grass Whistle"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,24,24,walk,roselia,"Mega Drain, Leech Seed, Magical Leaf, Grass Whistle"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,24,24,walk,roselia,"Mega Drain, Leech Seed, Magical Leaf, Grass Whistle"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,19,19,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,roselia,"Poison Sting, Stun Spore, Mega Drain, Leech Seed"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,20,walk,roselia,"Stun Spore, Mega Drain, Leech Seed, Magical Leaf"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,seaking,"Poison Jab, Supersonic, Horn Attack, Water Pulse"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,super-rod,seaking,"Horn Attack, Water Pulse, Flail, Aqua Ring"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,40,55,super-rod,seaking,"Flail, Aqua Ring, Fury Attack, Waterfall"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,seviper,"Wrap, Lick, Bite, Poison Tail"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,seviper,"Wrap, Lick, Bite, Poison Tail"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,seviper,"Wrap, Lick, Bite, Poison Tail"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,seviper,"Wrap, Lick, Bite, Poison Tail"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,seviper,"Lick, Bite, Poison Tail, Screech"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,seviper,"Lick, Bite, Poison Tail, Screech"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,23,23,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,24,24,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,25,25,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,26,26,walk,shellos,"Water Pulse, Mud Bomb, Hidden Power, Rain Dance"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,30,surf,shellos,"Harden, Water Pulse, Mud Bomb, Hidden Power"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,5,15,honey-tree,silcoon,Harden
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,5,15,honey-tree,silcoon,Harden
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,5,15,honey-tree,silcoon,Harden
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,5,15,honey-tree,silcoon,Harden
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,19,19,walk,smeargle,"Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,smeargle,"Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,smeargle,"Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,20,walk,smeargle,"Sketch, Sketch"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,smeargle,"Sketch, Sketch"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,smeargle,"Sketch, Sketch"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,smeargle,"Sketch, Sketch"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,smeargle,"Sketch, Sketch"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,smeargle,"Sketch, Sketch"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,smeargle,"Sketch, Sketch"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,smeargle,"Sketch, Sketch"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,smeargle,"Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,22,22,walk,smeargle,"Sketch, Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,21,21,walk,smeargle,"Sketch, Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,24,24,walk,smeargle,"Sketch, Sketch, Sketch"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,23,23,walk,smeargle,"Sketch, Sketch, Sketch"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,snubbull,"Ice Fang, Fire Fang, Bite, Lick"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,snubbull,"Ice Fang, Fire Fang, Bite, Lick"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,snubbull,"Ice Fang, Fire Fang, Bite, Lick"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,snubbull,"Ice Fang, Fire Fang, Bite, Lick"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,snubbull,"Fire Fang, Bite, Lick, Headbutt"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,18,18,walk,snubbull,"Ice Fang, Fire Fang, Bite, Lick"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,25,25,static,spiritomb,"Feint Attack, Hypnosis, Dream Eater, Ominous Wind"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,25,25,static,spiritomb,"Feint Attack, Hypnosis, Dream Eater, Ominous Wind"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,25,25,static,spiritomb,"Feint Attack, Hypnosis, Dream Eater, Ominous Wind"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,18,18,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,18,18,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,18,18,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,17,17,walk,staravia,"Quick Attack, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,23,23,walk,staravia,"Wing Attack, Double Team, Endeavor, Whirlwind"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,23,23,walk,staravia,"Wing Attack, Double Team, Endeavor, Whirlwind"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,21,21,walk,staravia,"Quick Attack, Wing Attack, Double Team, Endeavor"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,starly,"Growl, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,starly,"Growl, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,starly,"Growl, Quick Attack, Wing Attack, Double Team"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,16,16,walk,starly,"Growl, Quick Attack, Wing Attack, Double Team"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,tauros,"Rage, Horn Attack, Scary Face, Pursuit"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,tauros,"Rage, Horn Attack, Scary Face, Pursuit"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,tauros,"Rage, Horn Attack, Scary Face, Pursuit"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,tauros,"Rage, Horn Attack, Scary Face, Pursuit"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,30,surf,tentacool,"Constrict, Acid, Toxic Spikes, Bubble Beam"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,40,surf,tentacruel,"Constrict, Acid, Toxic Spikes, Bubble Beam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,17,17,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,17,17,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,17,17,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,17,17,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,18,18,walk,tyrogue,"Tackle, Fake Out, Helping Hand"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,vulpix,"Tail Whip, Roar, Quick Attack, Will O Wisp"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,vulpix,"Tail Whip, Roar, Quick Attack, Will O Wisp"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,vulpix,"Tail Whip, Roar, Quick Attack, Will O Wisp"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 209,16,16,walk,vulpix,"Tail Whip, Roar, Quick Attack, Will O Wisp"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,19,19,walk,vulpix,"Roar, Quick Attack, Will O Wisp, Confuse Ray"
Sinnoh,platinum,gym_leader,Fantina,Hearthome City,Ghost,Route 209,17,17,walk,vulpix,"Roar, Quick Attack, Will O Wisp, Confuse Ray"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,30,40,super-rod,whiscash,"Mud Bomb, Amnesia, Water Pulse, Magnitude"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,30,40,super-rod,whiscash,"Mud Bomb, Amnesia, Water Pulse, Magnitude"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 208,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,super-rod,whiscash,"Mud Bomb, Amnesia, Water Pulse, Magnitude"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,30,40,super-rod,whiscash,"Mud Bomb, Amnesia, Water Pulse, Magnitude"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,50,super-rod,whiscash,"Water Sport, Water Gun, Mud Bomb, Amnesia"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,30,surf,wooper,"Mud Sport, Mud Shot, Slam, Mud Bomb"
Sinnoh,diamond,gym_leader,Fantina,Hearthome City,Ghost,Route 212,20,40,surf,wooper,"Mud Sport, Mud Shot, Slam, Mud Bomb"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
Sinnoh,pearl,gym_leader,Fantina,Hearthome City,Ghost,Route 212,18,18,walk,wooper,"Water Gun, Mud Sport, Mud Shot, Slam"
