pokemon,generation,version_group,move,level_learned
rhyhorn,5,black-2-white-2,stone-edge,52
rhyhorn,5,black-white,earthquake,56
rhyhorn,5,black-2-white-2,earthquake,56
rhyhorn,5,black-white,horn-drill,63
rhyhorn,5,black-2-white-2,horn-drill,63
rhyhorn,5,black-white,megahorn,67
rhyhorn,5,black-2-white-2,megahorn,67
rhyperior,5,black-white,stomp,1
rhyperior,5,black-2-white-2,stomp,1
rhyperior,5,black-white,horn-attack,1
rhyperior,5,black-2-white-2,horn-attack,1
rhyperior,5,black-white,fury-attack,1
rhyperior,5,black-2-white-2,fury-attack,1
rhyperior,5,black-white,tail-whip,1
rhyperior,5,black-2-white-2,tail-whip,1
rhyperior,5,black-white,poison-jab,1
rhyperior,5,black-2-white-2,poison-jab,1
rhyperior,5,black-white,stomp,9
rhyperior,5,black-2-white-2,stomp,9
rhyperior,5,black-white,fury-attack,19
rhyperior,5,black-2-white-2,fury-attack,19
rhyperior,5,black-white,scary-face,19
rhyperior,5,black-2-white-2,scary-face,19
rhyperior,5,black-white,rock-blast,23
rhyperior,5,black-2-white-2,rock-blast,23
rhyperior,5,black-white,chip-away,30
rhyperior,5,black-2-white-2,chip-away,30
rhyperior,5,black-white,take-down,41
rhyperior,5,black-2-white-2,take-down,41
rhyperior,5,black-white,hammer-arm,42
rhyperior,5,black-2-white-2,hammer-arm,42
rhyperior,5,black-white,drill-run,47
rhyperior,5,black-2-white-2,drill-run,47
rhyperior,5,black-white,stone-edge,56
rhyperior,5,black-2-white-2,stone-edge,56
rhyperior,5,black-white,earthquake,62
rhyperior,5,black-2-white-2,earthquake,62
rhyperior,5,black-white,horn-drill,71
rhyperior,5,black-2-white-2,horn-drill,71
rhyperior,5,black-white,megahorn,77
rhyperior,5,black-2-white-2,megahorn,77
rhyperior,5,black-white,rock-wrecker,86
rhyperior,5,black-2-white-2,rock-wrecker,86
riolu,5,black-white,quick-attack,1
riolu,5,black-2-white-2,quick-attack,1
riolu,5,black-white,foresight,1
riolu,5,black-2-white-2,foresight,1
riolu,5,black-white,endure,1
riolu,5,black-2-white-2,endure,1
riolu,5,black-white,counter,6
riolu,5,black-2-white-2,counter,6
riolu,5,black-2-white-2,feint,11
riolu,5,black-white,force-palm,11
riolu,5,black-white,feint,15
riolu,5,black-2-white-2,force-palm,15
riolu,5,black-white,reversal,19
riolu,5,black-2-white-2,copycat,19
riolu,5,black-white,screech,24
riolu,5,black-2-white-2,screech,24
riolu,5,black-2-white-2,reversal,29
riolu,5,black-white,copycat,29
riolu,5,black-white,nasty-plot,47
riolu,5,black-2-white-2,nasty-plot,47
riolu,5,black-white,final-gambit,55
riolu,5,black-2-white-2,final-gambit,55
roggenrola,5,black-white,tackle,1
roggenrola,5,black-2-white-2,tackle,1
roggenrola,5,black-white,harden,4
roggenrola,5,black-2-white-2,harden,4
roggenrola,5,black-white,sand-attack,7
roggenrola,5,black-2-white-2,sand-attack,7
roggenrola,5,black-white,headbutt,10
roggenrola,5,black-2-white-2,headbutt,10
roggenrola,5,black-white,rock-blast,14
roggenrola,5,black-2-white-2,rock-blast,14
roggenrola,5,black-white,mud-slap,17
roggenrola,5,black-2-white-2,mud-slap,17
roggenrola,5,black-white,iron-defense,20
roggenrola,5,black-2-white-2,iron-defense,20
roggenrola,5,black-white,smack-down,23
roggenrola,5,black-2-white-2,smack-down,23
roggenrola,5,black-white,rock-slide,27
roggenrola,5,black-2-white-2,rock-slide,27
roggenrola,5,black-white,stealth-rock,30
roggenrola,5,black-2-white-2,stealth-rock,30
roggenrola,5,black-white,sandstorm,33
roggenrola,5,black-2-white-2,sandstorm,33
roggenrola,5,black-white,stone-edge,36
roggenrola,5,black-2-white-2,stone-edge,36
roggenrola,5,black-white,explosion,40
roggenrola,5,black-2-white-2,explosion,40
roselia,5,black-white,absorb,1
roselia,5,black-2-white-2,absorb,1
roselia,5,black-white,growth,4
roselia,5,black-2-white-2,growth,4
roselia,5,black-white,poison-sting,7
roselia,5,black-2-white-2,poison-sting,7
roselia,5,black-white,stun-spore,10
roselia,5,black-2-white-2,stun-spore,10
roselia,5,black-white,mega-drain,13
roselia,5,black-2-white-2,mega-drain,13
roselia,5,black-white,leech-seed,16
roselia,5,black-2-white-2,leech-seed,16
roselia,5,black-white,magical-leaf,19
roselia,5,black-2-white-2,magical-leaf,19
roselia,5,black-white,grass-whistle,22
roselia,5,black-2-white-2,grass-whistle,22
roselia,5,black-white,giga-drain,25
roselia,5,black-2-white-2,giga-drain,25
roselia,5,black-white,toxic-spikes,28
roselia,5,black-2-white-2,toxic-spikes,28
roselia,5,black-white,sweet-scent,31
roselia,5,black-2-white-2,sweet-scent,31
roselia,5,black-white,ingrain,34
roselia,5,black-2-white-2,ingrain,34
roselia,5,black-2-white-2,petal-dance,37
roselia,5,black-white,toxic,37
roselia,5,black-white,petal-dance,40
roselia,5,black-2-white-2,toxic,40
roselia,5,black-white,aromatherapy,43
roselia,5,black-2-white-2,aromatherapy,43
roselia,5,black-white,synthesis,46
roselia,5,black-2-white-2,synthesis,46
roserade,5,black-white,poison-sting,1
roserade,5,black-2-white-2,poison-sting,1
roserade,5,black-white,mega-drain,1
roserade,5,black-2-white-2,mega-drain,1
roserade,5,black-white,sweet-scent,1
roserade,5,black-2-white-2,sweet-scent,1
roserade,5,black-white,weather-ball,1
roserade,5,black-2-white-2,weather-ball,1
roserade,5,black-white,magical-leaf,1
roserade,5,black-2-white-2,magical-leaf,1
rotom,5,black-white,thunder-shock,1
rotom,5,black-2-white-2,thunder-shock,1
rotom,5,black-white,thunder-wave,1
rotom,5,black-2-white-2,thunder-wave,1
rotom,5,black-white,confuse-ray,1
rotom,5,black-2-white-2,confuse-ray,1
rotom,5,black-white,trick,1
rotom,5,black-2-white-2,trick,1
rotom,5,black-white,astonish,1
rotom,5,black-2-white-2,astonish,1
rotom,5,black-white,uproar,8
rotom,5,black-2-white-2,uproar,8
rotom,5,black-white,double-team,15
rotom,5,black-2-white-2,double-team,15
rotom,5,black-white,shock-wave,22
rotom,5,black-2-white-2,shock-wave,22
rotom,5,black-white,ominous-wind,29
rotom,5,black-2-white-2,ominous-wind,29
rotom,5,black-white,substitute,36
rotom,5,black-2-white-2,substitute,36
rotom,5,black-white,electro-ball,43
rotom,5,black-2-white-2,electro-ball,43
rotom,5,black-white,hex,50
rotom,5,black-2-white-2,hex,50
rotom,5,black-white,charge,57
rotom,5,black-2-white-2,charge,57
rotom,5,black-white,discharge,64
rotom,5,black-2-white-2,discharge,64
rufflet,5,black-white,leer,1
rufflet,5,black-2-white-2,leer,1
rufflet,5,black-white,peck,1
rufflet,5,black-2-white-2,peck,1
rufflet,5,black-white,fury-attack,5
rufflet,5,black-2-white-2,fury-attack,5
rufflet,5,black-white,wing-attack,10
rufflet,5,black-2-white-2,wing-attack,10
rufflet,5,black-white,hone-claws,14
rufflet,5,black-2-white-2,hone-claws,14
rufflet,5,black-white,scary-face,19
rufflet,5,black-2-white-2,scary-face,19
rufflet,5,black-white,aerial-ace,23
rufflet,5,black-2-white-2,aerial-ace,23
rufflet,5,black-white,slash,28
rufflet,5,black-2-white-2,slash,28
rufflet,5,black-white,defog,32
rufflet,5,black-2-white-2,defog,32
rufflet,5,black-white,tailwind,37
rufflet,5,black-2-white-2,tailwind,37
rufflet,5,black-white,air-slash,41
rufflet,5,black-2-white-2,air-slash,41
rufflet,5,black-white,crush-claw,46
rufflet,5,black-2-white-2,crush-claw,46
rufflet,5,black-white,sky-drop,50
rufflet,5,black-2-white-2,sky-drop,50
rufflet,5,black-white,whirlwind,55
rufflet,5,black-2-white-2,whirlwind,55
rufflet,5,black-white,brave-bird,59
rufflet,5,black-2-white-2,brave-bird,59
rufflet,5,black-white,thrash,64
rufflet,5,black-2-white-2,thrash,64
sableye,5,black-white,scratch,1
sableye,5,black-2-white-2,scratch,1
sableye,5,black-white,leer,1
sableye,5,black-2-white-2,leer,1
sableye,5,black-white,foresight,4
sableye,5,black-2-white-2,foresight,4
sableye,5,black-white,night-shade,8
sableye,5,black-2-white-2,night-shade,8
sableye,5,black-white,astonish,11
sableye,5,black-2-white-2,astonish,11
sableye,5,black-white,fury-swipes,15
sableye,5,black-2-white-2,fury-swipes,15
sableye,5,black-white,fake-out,18
sableye,5,black-2-white-2,fake-out,18
sableye,5,black-white,detect,22
sableye,5,black-2-white-2,detect,22
sableye,5,black-white,shadow-sneak,25
sableye,5,black-2-white-2,shadow-sneak,25
sableye,5,black-white,knock-off,29
sableye,5,black-2-white-2,knock-off,29
sableye,5,black-white,feint-attack,32
sableye,5,black-2-white-2,feint-attack,32
sableye,5,black-white,punishment,36
sableye,5,black-2-white-2,punishment,36
sableye,5,black-white,shadow-claw,39
sableye,5,black-2-white-2,shadow-claw,39
sableye,5,black-white,power-gem,43
sableye,5,black-2-white-2,power-gem,43
sableye,5,black-white,confuse-ray,46
sableye,5,black-2-white-2,confuse-ray,46
sableye,5,black-white,foul-play,50
sableye,5,black-2-white-2,foul-play,50
sableye,5,black-white,zen-headbutt,53
sableye,5,black-2-white-2,zen-headbutt,53
sableye,5,black-white,shadow-ball,57
sableye,5,black-2-white-2,shadow-ball,57
sableye,5,black-white,mean-look,60
sableye,5,black-2-white-2,mean-look,60
salamence,5,black-white,headbutt,1
salamence,5,black-2-white-2,headbutt,1
salamence,5,black-white,leer,1
salamence,5,black-2-white-2,leer,1
salamence,5,black-white,bite,1
salamence,5,black-2-white-2,bite,1
salamence,5,black-white,rage,1
salamence,5,black-2-white-2,rage,1
salamence,5,black-white,thunder-fang,1
salamence,5,black-2-white-2,thunder-fang,1
salamence,5,black-white,fire-fang,1
salamence,5,black-2-white-2,fire-fang,1
salamence,5,black-white,bite,5
salamence,5,black-2-white-2,bite,5
salamence,5,black-white,leer,10
salamence,5,black-2-white-2,leer,10
salamence,5,black-white,headbutt,16
salamence,5,black-2-white-2,headbutt,16
salamence,5,black-white,focus-energy,20
salamence,5,black-2-white-2,focus-energy,20
salamence,5,black-white,ember,25
salamence,5,black-2-white-2,ember,25
salamence,5,black-white,protect,30
salamence,5,black-2-white-2,protect,30
salamence,5,black-white,dragon-breath,32
salamence,5,black-2-white-2,dragon-breath,32
salamence,5,black-white,zen-headbutt,37
salamence,5,black-2-white-2,zen-headbutt,37
salamence,5,black-white,scary-face,43
salamence,5,black-2-white-2,scary-face,43
salamence,5,black-white,fly,50
salamence,5,black-2-white-2,fly,50
salamence,5,black-white,crunch,53
salamence,5,black-2-white-2,crunch,53
salamence,5,black-white,dragon-claw,61
salamence,5,black-2-white-2,dragon-claw,61
salamence,5,black-white,double-edge,70
salamence,5,black-2-white-2,double-edge,70
salamence,5,black-white,dragon-tail,80
salamence,5,black-2-white-2,dragon-tail,80
samurott,5,black-white,tackle,1
samurott,5,black-2-white-2,tackle,1
samurott,5,black-white,tail-whip,1
samurott,5,black-2-white-2,tail-whip,1
samurott,5,black-white,water-gun,1
samurott,5,black-2-white-2,water-gun,1
samurott,5,black-white,megahorn,1
samurott,5,black-2-white-2,megahorn,1
samurott,5,black-white,water-sport,1
samurott,5,black-2-white-2,water-sport,1
samurott,5,black-white,tail-whip,5
samurott,5,black-2-white-2,tail-whip,5
samurott,5,black-white,water-gun,7
samurott,5,black-2-white-2,water-gun,7
samurott,5,black-white,water-sport,11
samurott,5,black-2-white-2,water-sport,11
samurott,5,black-white,focus-energy,13
samurott,5,black-2-white-2,focus-energy,13
samurott,5,black-white,razor-shell,17
samurott,5,black-2-white-2,razor-shell,17
samurott,5,black-white,fury-cutter,20
samurott,5,black-2-white-2,fury-cutter,20
samurott,5,black-white,water-pulse,25
samurott,5,black-2-white-2,water-pulse,25
samurott,5,black-white,revenge,28
samurott,5,black-2-white-2,revenge,28
samurott,5,black-white,aqua-jet,33
samurott,5,black-2-white-2,aqua-jet,33
samurott,5,black-white,slash,36
samurott,5,black-2-white-2,slash,36
samurott,5,black-white,encore,38
samurott,5,black-2-white-2,encore,38
samurott,5,black-white,aqua-tail,45
samurott,5,black-2-white-2,aqua-tail,45
samurott,5,black-white,retaliate,50
samurott,5,black-2-white-2,retaliate,50
samurott,5,black-white,swords-dance,57
samurott,5,black-2-white-2,swords-dance,57
samurott,5,black-white,hydro-pump,62
samurott,5,black-2-white-2,hydro-pump,62
sandile,5,black-white,leer,1
sandile,5,black-2-white-2,leer,1
sandile,5,black-white,rage,1
sandile,5,black-2-white-2,rage,1
sandile,5,black-white,bite,4
sandile,5,black-2-white-2,bite,4
sandile,5,black-white,sand-attack,7
sandile,5,black-2-white-2,sand-attack,7
sandile,5,black-white,torment,10
sandile,5,black-2-white-2,torment,10
sandile,5,black-white,sand-tomb,13
sandile,5,black-2-white-2,sand-tomb,13
sandile,5,black-white,assurance,16
sandile,5,black-2-white-2,assurance,16
sandile,5,black-white,mud-slap,19
sandile,5,black-2-white-2,mud-slap,19
sandile,5,black-white,embargo,22
sandile,5,black-2-white-2,embargo,22
sandile,5,black-white,swagger,25
sandile,5,black-2-white-2,swagger,25
sandile,5,black-white,crunch,28
sandile,5,black-2-white-2,crunch,28
sandile,5,black-white,dig,31
sandile,5,black-2-white-2,dig,31
sandile,5,black-white,scary-face,34
sandile,5,black-2-white-2,scary-face,34
sandile,5,black-white,foul-play,37
sandile,5,black-2-white-2,foul-play,37
sandile,5,black-white,sandstorm,40
sandile,5,black-2-white-2,sandstorm,40
sandile,5,black-white,earthquake,43
sandile,5,black-2-white-2,earthquake,43
sandile,5,black-white,thrash,46
sandile,5,black-2-white-2,thrash,46
sandshrew,5,black-white,scratch,1
sandshrew,5,black-2-white-2,scratch,1
sandshrew,5,black-2-white-2,defense-curl,1
sandshrew,5,black-2-white-2,sand-attack,3
sandshrew,5,black-white,defense-curl,3
sandshrew,5,black-2-white-2,poison-sting,5
sandshrew,5,black-white,sand-attack,7
sandshrew,5,black-2-white-2,rollout,7
sandshrew,5,black-white,poison-sting,9
sandshrew,5,black-2-white-2,rapid-spin,9
sandshrew,5,black-2-white-2,swift,11
sandshrew,5,black-white,rapid-spin,13
sandshrew,5,black-2-white-2,fury-cutter,14
sandshrew,5,black-white,swift,15
sandshrew,5,black-2-white-2,magnitude,17
sandshrew,5,black-white,fury-swipes,19
sandshrew,5,black-2-white-2,fury-swipes,20
sandshrew,5,black-white,rollout,21
sandshrew,5,black-2-white-2,sand-tomb,23
sandshrew,5,black-white,fury-cutter,25
sandshrew,5,black-2-white-2,slash,26
sandshrew,5,black-white,sand-tomb,27
sandshrew,5,black-2-white-2,dig,30
sandshrew,5,black-white,slash,31
sandshrew,5,black-white,gyro-ball,33
sandshrew,5,black-2-white-2,gyro-ball,34
sandshrew,5,black-white,sandstorm,37
sandshrew,5,black-2-white-2,swords-dance,38
sandshrew,5,black-2-white-2,sandstorm,42
sandshrew,5,black-2-white-2,earthquake,46
sandslash,5,black-white,scratch,1
sandslash,5,black-2-white-2,scratch,1
sandslash,5,black-white,sand-attack,1
sandslash,5,black-2-white-2,sand-attack,1
sandslash,5,black-2-white-2,poison-sting,1
sandslash,5,black-white,defense-curl,1
sandslash,5,black-2-white-2,defense-curl,1
sandslash,5,black-2-white-2,sand-attack,3
sandslash,5,black-white,defense-curl,3
sandslash,5,black-2-white-2,poison-sting,5
sandslash,5,black-white,sand-attack,7
sandslash,5,black-2-white-2,rollout,7
sandslash,5,black-white,poison-sting,9
sandslash,5,black-2-white-2,rapid-spin,9
sandslash,5,black-2-white-2,swift,11
sandslash,5,black-white,rapid-spin,13
sandslash,5,black-2-white-2,fury-cutter,14
sandslash,5,black-white,swift,15
sandslash,5,black-2-white-2,magnitude,17
sandslash,5,black-white,fury-swipes,19
sandslash,5,black-2-white-2,fury-swipes,20
sandslash,5,black-white,rollout,21
sandslash,5,black-white,crush-claw,22
sandslash,5,black-2-white-2,crush-claw,22
sandslash,5,black-2-white-2,sand-tomb,23
sandslash,5,black-2-white-2,slash,26
sandslash,5,black-white,fury-cutter,28
sandslash,5,black-2-white-2,dig,30
sandslash,5,black-white,sand-tomb,33
sandslash,5,black-2-white-2,gyro-ball,34
sandslash,5,black-2-white-2,swords-dance,38
sandslash,5,black-white,slash,40
sandslash,5,black-2-white-2,sandstorm,42
sandslash,5,black-white,gyro-ball,45
sandslash,5,black-2-white-2,earthquake,46
sandslash,5,black-white,sandstorm,52
sawk,5,black-white,leer,1
sawk,5,black-2-white-2,leer,1
sawk,5,black-white,rock-smash,1
sawk,5,black-2-white-2,rock-smash,1
sawk,5,black-white,bide,5
sawk,5,black-2-white-2,bide,5
sawk,5,black-white,focus-energy,9
sawk,5,black-2-white-2,focus-energy,9
sawk,5,black-white,double-kick,13
sawk,5,black-2-white-2,double-kick,13
sawk,5,black-white,low-sweep,17
sawk,5,black-2-white-2,low-sweep,17
sawk,5,black-white,counter,21
sawk,5,black-2-white-2,counter,21
sawk,5,black-white,karate-chop,25
sawk,5,black-2-white-2,karate-chop,25
sawk,5,black-white,brick-break,29
sawk,5,black-2-white-2,brick-break,29
sawk,5,black-white,bulk-up,33
sawk,5,black-2-white-2,bulk-up,33
sawk,5,black-white,retaliate,37
sawk,5,black-2-white-2,retaliate,37
sawk,5,black-white,endure,41
sawk,5,black-2-white-2,endure,41
sawk,5,black-white,quick-guard,45
sawk,5,black-2-white-2,quick-guard,45
sawk,5,black-white,close-combat,49
sawk,5,black-2-white-2,close-combat,49
sawk,5,black-white,reversal,53
sawk,5,black-2-white-2,reversal,53
sawsbuck,5,black-white,sand-attack,1
sawsbuck,5,black-2-white-2,sand-attack,1
sawsbuck,5,black-white,tackle,1
sawsbuck,5,black-2-white-2,tackle,1
sawsbuck,5,black-white,growl,1
sawsbuck,5,black-2-white-2,growl,1
sawsbuck,5,black-white,megahorn,1
sawsbuck,5,black-2-white-2,megahorn,1
sawsbuck,5,black-white,camouflage,1
sawsbuck,5,black-2-white-2,camouflage,1
sawsbuck,5,black-white,growl,4
sawsbuck,5,black-2-white-2,growl,4
sawsbuck,5,black-white,sand-attack,7
sawsbuck,5,black-2-white-2,sand-attack,7
sawsbuck,5,black-white,double-kick,10
sawsbuck,5,black-2-white-2,double-kick,10
sawsbuck,5,black-white,leech-seed,13
sawsbuck,5,black-2-white-2,leech-seed,13
sawsbuck,5,black-white,feint-attack,16
sawsbuck,5,black-2-white-2,feint-attack,16
sawsbuck,5,black-white,take-down,20
sawsbuck,5,black-2-white-2,take-down,20
sawsbuck,5,black-white,jump-kick,24
sawsbuck,5,black-2-white-2,jump-kick,24
sawsbuck,5,black-white,aromatherapy,28
sawsbuck,5,black-2-white-2,aromatherapy,28
sawsbuck,5,black-white,energy-ball,32
sawsbuck,5,black-2-white-2,energy-ball,32
sawsbuck,5,black-white,charm,36
sawsbuck,5,black-2-white-2,charm,36
sawsbuck,5,black-white,horn-leech,37
sawsbuck,5,black-2-white-2,horn-leech,37
sawsbuck,5,black-white,nature-power,44
sawsbuck,5,black-2-white-2,nature-power,44
sawsbuck,5,black-white,double-edge,52
sawsbuck,5,black-2-white-2,double-edge,52
sawsbuck,5,black-white,solar-beam,60
sawsbuck,5,black-2-white-2,solar-beam,60
sceptile,5,black-white,pound,1
sceptile,5,black-2-white-2,pound,1
sceptile,5,black-white,leer,1
sceptile,5,black-2-white-2,leer,1
sceptile,5,black-white,absorb,1
sceptile,5,black-2-white-2,absorb,1
sceptile,5,black-white,quick-attack,1
sceptile,5,black-2-white-2,quick-attack,1
sceptile,5,black-white,night-slash,1
sceptile,5,black-2-white-2,night-slash,1
sceptile,5,black-white,absorb,6
sceptile,5,black-2-white-2,absorb,6
sceptile,5,black-white,quick-attack,11
sceptile,5,black-2-white-2,quick-attack,11
sceptile,5,black-white,x-scissor,16
sceptile,5,black-2-white-2,x-scissor,16
sceptile,5,black-white,pursuit,17
sceptile,5,black-2-white-2,pursuit,17
sceptile,5,black-white,screech,23
sceptile,5,black-2-white-2,screech,23
sceptile,5,black-white,leaf-blade,29
sceptile,5,black-2-white-2,leaf-blade,29
sceptile,5,black-white,agility,35
sceptile,5,black-2-white-2,agility,35
sceptile,5,black-white,slam,43
sceptile,5,black-2-white-2,slam,43
sceptile,5,black-white,detect,51
sceptile,5,black-2-white-2,detect,51
sceptile,5,black-white,false-swipe,59
sceptile,5,black-2-white-2,false-swipe,59
sceptile,5,black-white,leaf-storm,67
sceptile,5,black-2-white-2,leaf-storm,67
scizor,5,black-white,leer,1
scizor,5,black-2-white-2,leer,1
scizor,5,black-white,quick-attack,1
scizor,5,black-2-white-2,quick-attack,1
scizor,5,black-white,bullet-punch,1
scizor,5,black-2-white-2,bullet-punch,1
scizor,5,black-white,focus-energy,5
scizor,5,black-2-white-2,focus-energy,5
scizor,5,black-white,pursuit,9
scizor,5,black-2-white-2,pursuit,9
scizor,5,black-white,false-swipe,13
scizor,5,black-2-white-2,false-swipe,13
scizor,5,black-white,agility,17
scizor,5,black-2-white-2,agility,17
scizor,5,black-white,metal-claw,21
scizor,5,black-2-white-2,metal-claw,21
scizor,5,black-white,fury-cutter,25
scizor,5,black-2-white-2,fury-cutter,25
scizor,5,black-white,slash,29
scizor,5,black-2-white-2,slash,29
scizor,5,black-white,razor-wind,33
scizor,5,black-2-white-2,razor-wind,33
scizor,5,black-white,iron-defense,37
scizor,5,black-2-white-2,iron-defense,37
scizor,5,black-white,x-scissor,41
scizor,5,black-2-white-2,x-scissor,41
scizor,5,black-white,night-slash,45
scizor,5,black-2-white-2,night-slash,45
scizor,5,black-white,double-hit,49
scizor,5,black-2-white-2,double-hit,49
scizor,5,black-white,iron-head,53
scizor,5,black-2-white-2,iron-head,53
scizor,5,black-white,swords-dance,57
scizor,5,black-2-white-2,swords-dance,57
scizor,5,black-white,feint,61
scizor,5,black-2-white-2,feint,61
scolipede,5,black-white,poison-sting,1
scolipede,5,black-2-white-2,poison-sting,1
scolipede,5,black-white,screech,1
scolipede,5,black-2-white-2,screech,1
scolipede,5,black-white,defense-curl,1
scolipede,5,black-2-white-2,defense-curl,1
scolipede,5,black-white,rollout,1
scolipede,5,black-2-white-2,rollout,1
scolipede,5,black-white,megahorn,1
scolipede,5,black-2-white-2,megahorn,1
scolipede,5,black-white,poison-sting,5
scolipede,5,black-2-white-2,poison-sting,5
scolipede,5,black-white,screech,8
scolipede,5,black-2-white-2,screech,8
scolipede,5,black-white,pursuit,12
scolipede,5,black-2-white-2,pursuit,12
scolipede,5,black-white,protect,15
scolipede,5,black-2-white-2,protect,15
scolipede,5,black-white,poison-tail,19
scolipede,5,black-2-white-2,poison-tail,19
scolipede,5,black-white,bug-bite,23
scolipede,5,black-2-white-2,bug-bite,23
scolipede,5,black-white,venoshock,28
scolipede,5,black-2-white-2,venoshock,28
scolipede,5,black-white,baton-pass,30
scolipede,5,black-2-white-2,baton-pass,30
scolipede,5,black-white,agility,33
scolipede,5,black-2-white-2,agility,33
scolipede,5,black-white,steamroller,39
scolipede,5,black-2-white-2,steamroller,39
scolipede,5,black-white,toxic,44
scolipede,5,black-2-white-2,toxic,44
scolipede,5,black-white,rock-climb,50
scolipede,5,black-2-white-2,rock-climb,50
scolipede,5,black-white,double-edge,55
scolipede,5,black-2-white-2,double-edge,55
scrafty,5,black-white,sand-attack,1
scrafty,5,black-2-white-2,sand-attack,1
scrafty,5,black-white,leer,1
scrafty,5,black-2-white-2,leer,1
scrafty,5,black-white,low-kick,1
scrafty,5,black-2-white-2,low-kick,1
scrafty,5,black-white,feint-attack,1
scrafty,5,black-2-white-2,feint-attack,1
scrafty,5,black-white,sand-attack,5
scrafty,5,black-2-white-2,sand-attack,5
scrafty,5,black-white,feint-attack,9
scrafty,5,black-2-white-2,feint-attack,9
scrafty,5,black-white,headbutt,12
scrafty,5,black-2-white-2,headbutt,12
scrafty,5,black-white,swagger,16
scrafty,5,black-2-white-2,swagger,16
scrafty,5,black-white,brick-break,20
scrafty,5,black-2-white-2,brick-break,20
scrafty,5,black-white,payback,23
scrafty,5,black-2-white-2,payback,23
scrafty,5,black-white,chip-away,27
scrafty,5,black-2-white-2,chip-away,27
scrafty,5,black-white,high-jump-kick,31
scrafty,5,black-2-white-2,high-jump-kick,31
scrafty,5,black-white,scary-face,34
scrafty,5,black-2-white-2,scary-face,34
scrafty,5,black-white,crunch,38
scrafty,5,black-2-white-2,crunch,38
scrafty,5,black-white,facade,45
scrafty,5,black-2-white-2,facade,45
scrafty,5,black-white,rock-climb,51
scrafty,5,black-2-white-2,rock-climb,51
scrafty,5,black-white,focus-punch,58
scrafty,5,black-2-white-2,focus-punch,58
scrafty,5,black-white,head-smash,65
scrafty,5,black-2-white-2,head-smash,65
scraggy,5,black-white,leer,1
scraggy,5,black-2-white-2,leer,1
scraggy,5,black-white,low-kick,1
scraggy,5,black-2-white-2,low-kick,1
scraggy,5,black-white,sand-attack,5
scraggy,5,black-2-white-2,sand-attack,5
scraggy,5,black-white,feint-attack,9
scraggy,5,black-2-white-2,feint-attack,9
scraggy,5,black-white,headbutt,12
scraggy,5,black-2-white-2,headbutt,12
scraggy,5,black-white,swagger,16
scraggy,5,black-2-white-2,swagger,16
scraggy,5,black-white,brick-break,20
scraggy,5,black-2-white-2,brick-break,20
scraggy,5,black-white,payback,23
scraggy,5,black-2-white-2,payback,23
scraggy,5,black-white,chip-away,27
scraggy,5,black-2-white-2,chip-away,27
scraggy,5,black-white,high-jump-kick,31
scraggy,5,black-2-white-2,high-jump-kick,31
scraggy,5,black-white,scary-face,34
scraggy,5,black-2-white-2,scary-face,34
scraggy,5,black-white,crunch,38
scraggy,5,black-2-white-2,crunch,38
scraggy,5,black-white,facade,42
scraggy,5,black-2-white-2,facade,42
scraggy,5,black-white,rock-climb,45
scraggy,5,black-2-white-2,rock-climb,45
scraggy,5,black-white,focus-punch,49
scraggy,5,black-2-white-2,focus-punch,49
scraggy,5,black-white,head-smash,53
scraggy,5,black-2-white-2,head-smash,53
scyther,5,black-white,leer,1
scyther,5,black-2-white-2,leer,1
scyther,5,black-white,quick-attack,1
scyther,5,black-2-white-2,quick-attack,1
scyther,5,black-white,vacuum-wave,1
scyther,5,black-2-white-2,vacuum-wave,1
scyther,5,black-white,focus-energy,5
scyther,5,black-2-white-2,focus-energy,5
scyther,5,black-white,pursuit,9
scyther,5,black-2-white-2,pursuit,9
scyther,5,black-white,false-swipe,13
scyther,5,black-2-white-2,false-swipe,13
scyther,5,black-white,agility,17
scyther,5,black-2-white-2,agility,17
scyther,5,black-white,wing-attack,21
scyther,5,black-2-white-2,wing-attack,21
scyther,5,black-white,fury-cutter,25
scyther,5,black-2-white-2,fury-cutter,25
scyther,5,black-white,slash,29
scyther,5,black-2-white-2,slash,29
scyther,5,black-white,razor-wind,33
scyther,5,black-2-white-2,razor-wind,33
scyther,5,black-white,double-team,37
scyther,5,black-2-white-2,double-team,37
scyther,5,black-white,x-scissor,41
scyther,5,black-2-white-2,x-scissor,41
scyther,5,black-white,night-slash,45
scyther,5,black-2-white-2,night-slash,45
scyther,5,black-white,double-hit,49
scyther,5,black-2-white-2,double-hit,49
scyther,5,black-white,air-slash,53
scyther,5,black-2-white-2,air-slash,53
scyther,5,black-white,swords-dance,57
scyther,5,black-2-white-2,swords-dance,57
scyther,5,black-white,feint,61
scyther,5,black-2-white-2,feint,61
seadra,5,black-white,leer,1
seadra,5,black-2-white-2,leer,1
seadra,5,black-white,water-gun,1
seadra,5,black-2-white-2,water-gun,1
seadra,5,black-white,smokescreen,1
seadra,5,black-2-white-2,smokescreen,1
seadra,5,black-white,bubble,1
seadra,5,black-2-white-2,bubble,1
seadra,5,black-white,smokescreen,4
seadra,5,black-2-white-2,smokescreen,4
seadra,5,black-white,leer,8
seadra,5,black-2-white-2,leer,8
seadra,5,black-white,water-gun,11
seadra,5,black-2-white-2,water-gun,11
seadra,5,black-white,focus-energy,14
